userName,score,at,content
novdha prahanarta,1,04/06/2023 13:53:00,Pesanan yang sudah di pesan sekitar 1menit tidak bisa di cancel mohon untuk tambahkan fitur cancel
Jamilatun Nadia,3,04/06/2023 12:21:00,"kenapa waktu mau pesan grab nya susah bgt, mau tidak mau pesan grab bike"
Asty Gita,5,04/06/2023 12:17:00,supir nya sabar & baik hati.
IKL MUHSAR 005,5,04/06/2023 11:13:00,pelayanan dari pengemudinya sangat baikðŸ‘?
Hari Setiawan,5,04/06/2023 11:04:00,layanan baik driver ramah n responsip
Sabiyan Arafi,1,04/06/2023 10:46:00,"Selalu dapet driver yang: ga bisa baca maps, ga baca chat, dan ga baca note"
Wulan Nara,1,04/06/2023 10:45:00,Cuaca terang benderang suhunya sampe 33Â°C tapi di apk ujan terus harganya 2x lipat lagi tolong dong
Vn Bos,1,04/06/2023 10:10:00,"saya pesan mpek2 lenjer dan kapal selam, anda jual masing2 porsi dan harganya beda, tapi yg anda kirim digabung jadi satu porsi/tempat, timun dan kuah hanya satu bungkus, bihunnya tidak ada, kesannya ini pelit atau apa sebetulnya?"
husnul Arifin,5,04/06/2023 10:08:00,pokoknya cepat laa pelayanan nya gak sia2 instal grab
Purbaya 3D Art,5,04/06/2023 10:06:00,"disaat yg lain error, ngebantu banget"
arga wirawan,1,04/06/2023 10:03:00,"Cuaca bagus, tapi di app hujan, harga jadi naik"
Vhiio Novi fadillah,1,04/06/2023 09:57:00,sesuka hati pengemudi!kalo ada promo di putwr2 1jam baru sampe!!
Dian Amorina S,1,04/06/2023 09:38:00,Tarifnya suka berubah2 padahal lokasi dan jaraknya sama. Aneh banget.
Aaliyah Shiddique,1,04/06/2023 08:52:00,"Ongkir terlalu mahal, saya beli sendiri saja tidak sampai 30 menit perjalanan tetapi grab hitung satu jam dengan ongkir 30 ribu, ditambah biaya layanan tiga ribu, memangnya saya tidak bisa beli sendiri apa?"
Mahdi Mahdi,1,04/06/2023 07:21:00,"Promo hanya pajangan, dan banyak gak bisa di pakai. Padahal sudah memenuhi semua syarat."
Usman Ysn,4,04/06/2023 07:15:00,"sabar blm di beri bintang sempurna, kerena msh ada HalÂ² yg membuat customer tak nyaman"
Jorisman,5,04/06/2023 03:43:00,Ini grab makin ke mari bukanya makin mudah di gunakan..malah makin ribet..lebih gampang yg aplikasi model lama ..yg skrg bener2 membingungkan..sudah klik pilihan lokasi tujuan..malah yg muncul lokasi penjemputan..padahal sy belum pilih lokasi penjemputan..lagi buru2 malah jadi lama..gara2 milih peta titik lokasi..saya bener2 kecewa..padahal saya sudah lama menggunakan aplikasi grab..gara2 kejadian itu sy sudah ngga menggunakan grab lagi..
Sri Purwati,5,04/06/2023 03:26:00,"Terima kasih, Grab sangat membantu kami. Tingkatkan terus pelayanannya. Salam Sukses ."
Umii,1,04/06/2023 02:59:00,Kalo iklan ya gak perlu sampe ngebuka aplikasinya jg kali. Mengganggu banget dikit2 kebuka aplikasi grab. Mending hapus aja lah. Bolak balik kebuka terus.
Resti Rerestiani,1,04/06/2023 02:48:00,Pesen aja susah bgt harus verifikasi wajah berikut ga bisa!!! Ribet amat jd kesiangan orang!
Bambang Sriyanto,4,04/06/2023 02:05:00,"Tidak sesuai maps google, jalur jalan di aplikasi ambil jarak terjauh biar bayarnya lebih mahal"
Shang Maharaja,5,04/05/2023 22:35:00,Install Lagi Karena Dulu Sempat g di Pake Aplikasinya!
Ryuu,1,04/05/2023 21:40:00,"Kecewa banget sih, App ini makin lama kok makin nda jelas, akun mau login lg ga bisa, ovo nya nda tau kemana, mau ganti akun baru pun ribet Ga jadi bintang 5"
Gamar Pratama,5,04/05/2023 18:41:00,"Gasalah saya pilih aplikasi Grab. Lebih nyaman dan banyak promonya, pembayaran pun mudah saat memesan"
muhammad Agfi,1,04/05/2023 15:21:00,makin sering gabisa atur lokasi penjemputan jadi ga pernah make grab
Ida Bagus Made Bayu Pradnyana,5,04/05/2023 15:21:00,"Mantap banget, promonya banyak puas bngt dah pokoknya"
Santosa Jaya,1,04/05/2023 14:17:00,Udah beberapa kali alamatnya geser sendiri. Padahal alamat yg tersimpan ga pernah diubah2 dari pertama kali pakai. Drivernya sampai tersesat. Tolong diperbaiki.
Ardiant Necrofergia,4,04/05/2023 12:24:00,"Sudah berulang kali untuk melakukan pembayaran pake ovo tapi masih belum nge link ... Semua sudah sesuai baik nomer Hp, email antara grab dan ovo sama ... Tapi masih gak nge link antara ovo dan grab ...ðŸ¤”"
Alex Setiawan,5,04/05/2023 08:50:00,Mennyatu halnya terpokus sebab di karenakan bisa kapan saja yang akan diperlukan jadila jawaban tersebut geribnile 99/persetasi ungkit karir
Juwandi Iyek,5,04/05/2023 08:15:00,"makasih banyak ya pak, bapaknya baik banget & ramah"
Rani â€œEvi oktaviaâ€? Maharani,3,04/05/2023 05:55:00,Istimasi nya terlalu diluar nalar minðŸ˜µðŸ˜µ
hendro lucky,1,04/05/2023 05:55:00,"Mohon di AUDIT tuh para driver mobilnya, kelakuan jelek semua ga ada atitud sama sekali, mergukan perusahaan sendiri klo seperti itu,"
Dianita Rosita,4,04/05/2023 05:52:00,untuk chat ke driver susah sekali
Kang,2,04/05/2023 04:49:00,"Napa sekarang ada iklan video muter otomatis? Gak bisa di pause/stop. Iklan foto, masih bisa diterima. Iklan video: no way! Note: geser bawah, trus geser atas, video nya muter ulang. Huh. Ngabis2 in kuota ðŸ˜¡"
Nalom Marbun,1,04/05/2023 04:25:00,"Tolong perbaiki sistem aplikasinya yang selalu meminta aku email, padahal email lupa. Tolong buat opsi lain lah"
Abi Umar,5,04/05/2023 03:51:00,"mantap, cepat dan ramah"
Abu Wildan,3,04/05/2023 03:05:00,Pergerakan dimaps saat driver menjemput lambat
Kristina Silitonga,5,04/05/2023 02:54:00,Mudah dalam mencari transportasi
iska bere,4,04/05/2023 01:46:00,pelayanan baik dan tepat baik pesanan dan waktunya
Asep ZB,5,04/05/2023 01:03:00,cepat dan pelayanan nya ramah tks grab
Rani Sumarni,5,04/05/2023 00:44:00,sanga cepat penjemputan ny dan sopan baik
Yn Febryant Channel,1,04/04/2023 22:02:00,"GRAB TARIFNYA MAHAL BANGET !!! LEBIH MURAH GOJEK, MAXIM, & INDRIVER. DULU SAYA MENGGUNAKAN GRAB SETIAP PERGI & PULANG KERJA, (SENIN-JUMAT). AWALNYA SAYA KIRA TARIF GRAB LEBIH MURAH DI BANDING GOJEK, MAXIM, INDRIVER.. TAPI SEMENJAK SAYA MELIHAT TEMAN SAYA MENGGUNAKAN GOJEK DARI TITIK JEMPUT & TITIK TUJUAN YANG SAMA, DARI SITULAH SAYA TAHU PERBANDINGAN HARGA ANTARA GRAB DAN GOJEK JELAS SEKALI BERBEDA.. TERNYATA TARIF GOJEK JAUH LEBIH MURAH DIBANDING GRAB ! DAN MULAI SAAT ITU SAYA PINDAH KE GOJEK !"
REz,5,04/04/2023 18:47:00,"Min saran kalo lagi order makanan atau kendaraan, munkin bisa di tambahin fitur seperti permainan atau game di aplikasi grabnya biar kalo nunggu pesenan nga bosan menunggu ðŸ˜?"
syamsir firmansyah,5,04/04/2023 16:26:00,Kemana mana sangat mudah dengan menggunakan GRAB
Achmad Syarifuddin,1,04/04/2023 16:22:00,"aplikasi seharus pihak grab tahu jalan juga, operator atau cs dikantor diambil dari sopir bukan, masa mengendalikan maps perjalanan goblog.. muter muter, ga pernah survei jalan lagi ya cuk"
Hadisucipto Sucipto,2,04/04/2023 13:25:00,"DikitÂ² pembaruan terus, bikin hp erorr jadi susah order grab,,"
Trio Bagus,1,04/04/2023 13:13:00,"buka menu selalu white screen, masuk beberapa kali tetep aja white screen, tolonglah segera diperbaiki. Maslaah ini, banyak yang mengalami dan sudah berlangsung lama tapi tidak ada perkembangan perbaikan sistem. Terpaksa uninstall apk, jika sudah di perbaiki mohon infonya nanti saya install ulang, karena aplikasi yang tidak dapat dipakai menuh-menuhin penyimpanan saja!!! Terimakasih"
Hening Widdiningtyas,4,04/04/2023 11:27:00,"Pelanyanannya sangat baik,fasilitas2 dlm aplikasi lengkap,baik dn memudahkan penggunanya serta fleksibel. Pertahankan dn tingkatkan semuanya ðŸ‘?ðŸ™?"
Joko Susanto,3,04/04/2023 11:25:00,mapsnya kurang akurat pengemudi bingung
Ayu Rizki Ariyanti,1,04/04/2023 10:50:00,Diupdate malah gabisa dibuka. -_-
lintang bagaskara,1,04/04/2023 10:10:00,Motornya kadang kadang beda yang di aplikasi
Ricky Romio,5,04/04/2023 10:04:00,Sangat opsional dalam membantu perjalanan Saat ini Sangat rekomendasi buat semua
bilkis nafisa,5,04/04/2023 09:46:00,"ok apk sangat membantu banyak orang tingkat kan terus kinerja nya,"
aman aman,5,04/04/2023 09:13:00,aplikasi grap mang sangat membantu dan efisien servis murah dan hemat waktu dlm perjalanan...
Ni made shinta Hardiyanti bendese mas,5,04/04/2023 08:53:00,"Aplikasi yang paling bagus banget dan bisa cari makanan,minuman dan kendaraan."
winny william93,5,04/04/2023 08:44:00,bapaknya sopan..menyenangkan dan mobilnya bagus. saya .udah kedua kalinyaðŸ‘?ðŸ‘?
Trisna sriwahyuni,5,04/04/2023 08:34:00,"sangat membantu berpergian, aktivitas,dll"
fian ferdiansyah,1,04/04/2023 06:44:00,"Mahal jadi ada biaya pemesanan dan kalau pesan makanan jadi suka lama karena katanya ada order gabungan. Seenaknya saja main potong paket langganan unlimited 14rb, harusnya konfirmasi dulu karena waktu saya daftar hanya Rp. 1 kenapa skrg jd 14rb????"
nur putriani,5,04/04/2023 06:41:00,Aku suka ini karena bisa membeli makanan di aplikasi ini untuk anak saya
Yuli Ana,2,04/04/2023 06:10:00,"Tolong Perusahaan Grab beserta Driver mobil or driver sepeda motor tolong kalau gak bisa melayani customer,customer segera dikabarin or dibatalin aja,jangan sampai customer nunggu sampai lama. Kasihan Customer sudah menunggu lama. Berilah Pelayanan Yang Terbaik Untuk Customer . Terima Kasih Atas PerhatiannyaðŸ™?"
Ahmad Gunawan,5,04/04/2023 05:18:00,mudah dan praktis pesennya dan Ramah semua driver nya
Ahmad Amin Abdulqohhar H.,5,04/04/2023 04:10:00,sangat ramah dan murah senyum
Arief Suseno,1,04/04/2023 03:08:00,"Kejadian pagi ini Customer dalam kondisi emergency malah di abaikan sama mitra GrabCar, ketika tetangga menelfon lewat orderan offline segera di tanggapi"
Ketutpujawan Dapet,5,04/04/2023 00:36:00,"saya suka pakai jasa grab, respon cepat."
Joko Handoko,4,04/04/2023 00:02:00,sangat membantu... dengn adanya grab aktftas jadi mudah
Qurrotu Aini,2,04/03/2023 23:51:00,Kesel bgt pake grab tarif pas order ga sesuai sama pas udh selesai orderan. Masaa driver bisa nambahin biayaa tanpa persetujuan customer. Kalo driver nambahinn biayaa 50 rb langsung kepotong aja gtu. Tailah
Ferry Brasco,1,04/03/2023 21:01:00,"Jangan Driver aja yg Verifikasi Muka di perketat, mau Niat Jahat Juga Driver pasti ke usut. Maka biar seimbang. Penumpang Mesti Wajib Verifikasi muka setiap Order, Penggunaan Akun Penumpang Mesti lebih Ekslusif drpd kompetitor, Cantumkan KTP, KK, Dan Untuk Pemula Akun Penumpang Di Anjurkan Menggunakan OVO, mengingat Oknum Penumpang Akhir2 ini banyak Penjahat dan Begal Driver nya Seperti Kejadian Pembunuhan Driver Grab di Tol Jagorawi Km 37 Tgl 03/04/2023 jam 03:30. Saya Juga Penumpang Se7"
Da'i Thami Falah,1,04/03/2023 19:09:00,"Gabisa aktifin ovo padahal tulisannya sudah aktif, tolong diperbaiki"
Yoga Mawardi,1,04/03/2023 14:07:00,"Apk tolol, katanya kita tidak boleh login berganti ganti akun di satu perangkat, tidak boleh memiliki bnyak akun login banyak akun Kalau tetap melakukan nya akun kena di nonaktifkan ðŸ˜‚ Lebih bagus gojek bisa ganti2 akun"
Moch Faisol ONE,5,04/03/2023 10:37:00,transportasi yang sangat membantu
asep sapei,5,04/03/2023 10:37:00,"nyaman cara bawa motor nya, sukses selalu, trims"
Indah Permatasari,5,04/03/2023 08:17:00,lebih gampang cari makanan atau jajanan lewat aplikasi ini...ðŸ¥°
Nanik Widjayanti,3,04/03/2023 06:38:00,Tidak bisa di pake .harus aksesnlokasi terus .jadi kelamaan
Yety Yuniarti,1,04/03/2023 06:17:00,"Tolong Grab, jika merekrut diperhatikan dan dinilai etika pengendara. Hari ini adik saya di tabrak sama grab. grabnya nabrak adek saya yg lagi pulang kerja. Nabrak gara2 marah sama kostumer tidak jadi naik.. adek saya tidak tau apa2. Anda tabrak secara sengaja.. kalau aja plat no nya kecatet... . Gue laporin lu ke polisi... ngak punya otak bgt."
Rafly Putra,5,04/03/2023 05:58:00,sangat membantu aplikasinya disaat kesulitan mencari angkutan
Lulu Harahap,2,04/03/2023 05:32:00,"Gilak sih grab iniðŸ¤£ðŸ¤£ðŸ¤£, untuk food mahal bgt dan ada pilihan pengiriman prioritas yang lgsg antar, standar yang orderan didouble sama customer lainðŸ–• memiliki perbedaan harga juga, dan saya nanya ke ojolnya. Kok mahal bgt yah, ehhh ternyata siojol cuman dpt ongkos 7.000ðŸ˜±ðŸ˜± jauh dri angka yang dibayarkan ke pihak grab, beda lagi klo ojolnya dapat orderan double ongkos yg didapat bukan 2x lipat, tpi dihitung per jarak 1 ke 2, gilak sih, pdhl customer kan bayarnya fullðŸ¥ºðŸ¥º berdosa kalian grabðŸ˜¡"
Resti Aisyah,1,04/03/2023 02:46:00,"Grab kenapa pungli terus? Saya top up ovo 30rb eh keambil 18rb gatau buat apa, terus katanya bisa free ongkir pake grab unlimited, eh udah dibayar, tetep aja gak gratis ongkir haha. Banyak promo diskon juga gabisa di pake. Harusnya amanah dong grab jangan ngibulin customer tar ga pake2 lagi jadi males. Yang sehat2 aja kalo yg asli yg real."
Linda Bohay,5,04/03/2023 02:17:00,"ramah,baik,cepat tanggap dan fasilitas oke"
Kurniawan Nur,4,04/02/2023 22:52:00,kasih seting bahasa di dalam aplikasi
Imellda Asmarini,3,04/02/2023 21:41:00,"iklan grab di aplikasi lain ngeselin banget, tiap mau mencet tombol ""Ã—"" selalu ke aplikasi grab, berkali-kali, minimal kalo bikin iklan gausah sampe masuk ke aplikasinya juga"
martinus djakawibawa,5,04/02/2023 15:17:00,sangat membantu dan banyak promonya
Ang Bayu,1,04/02/2023 14:40:00,"Mau login aja susah! Gak ada internet matamu, buat yutub lancar2 aja"
Opo Sumarno,5,04/02/2023 14:29:00,aplikasi yg sangat membantu dalam perjalanan jauh
Yonie Andonowaty,5,04/02/2023 14:23:00,Punya aplikasi ini sangat membantu karena pada saat kita pergi atau mau kemana tidak sulit dapat dengan mudah memesan grab .sehingga hati lebih tenang.. alhamdulillah
Dhimas Wisnu,5,04/02/2023 11:35:00,"pelayanan keren,tarif terjangkau,intinya the best and recommend banget pokoknya"
Rafif Affandi,1,04/02/2023 10:37:00,"Knp setiap mau pesan tunai pasti muncul peringatan ""pembayaran di tolak"" gak jelas"
Dewi Utami,5,04/02/2023 09:30:00,"pelayanan sangat bagus,"
ahmad hisyam,5,04/02/2023 08:55:00,mobil bersih dan nyaman
Fikri lana,5,04/02/2023 08:34:00,merasa terbantu sekali. cuma kadang ada aja sopir y marah* kalo disuruh nunggu sebentar padahal lagi ambil duit
Ipul Saepullah,1,04/02/2023 07:16:00,ribeeeet verivikasi lama.. ga jadi pakai grab
sagung ratu,3,04/02/2023 05:50:00,Udah bayar lebih biar pesanan cepet sampe tapi performanya sama aja kyk yg hemat. Trs apa fungsinya bayar lebih tapi kagak ada peningkatan. Klk mesen makanan mending pake yg hemat aja rugi pake yg instan sama aja
Darmin â€œDarminâ€? Romi,5,04/02/2023 05:35:00,sangat baik sepirnya juga rama
Salwan One,2,04/02/2023 04:59:00,W raw material yang digunakan adalah dengan lebaran di alam semesta alam semesta alam semesta ini bisa menjadi pilihan yang tepat e di ea
Ayi Meliyani,5,04/02/2023 04:41:00,puas..pelayanannya baik dan ramah
Syarifa Arum K.,3,04/02/2023 04:18:00,Grab tolong benerin utk input alamatnya. Alamat saya gak nemu. Tolong titiknya yg bener yah. Pesenan grab food saya sampe salah gara2 alamat dengan titiknya beda.
Bambang Ishar,5,04/02/2023 02:12:00,"Semoga dpt menghasilkan cuan lebih lagi dari aplikasi ini, thank u grab"
Muhammad Ansori,5,04/02/2023 01:14:00,drivernya sangat baik ramah sopan ðŸ‘?ðŸ‘?ðŸ‘?
aziz Nashrul,1,04/02/2023 00:50:00,"Kronologi: "" (disini saya pesan grab bike , TUNAI), tidak jauh dari tempat berangkat (500 m an) tiba-tiba pesanan saya terselesaikan sendiri. Si driver dan saya bingung loh ko bisa."" Driver juga curhat kejadian serupa beberapa kali untuk pembayaran TUNAI ,pembayaran lainnya aman. Mohon untuk segera diperbaiki sistem nya karena baik saya sebagai pelanggan dan driver dirugikan. Driver terkena suspand 120 menit kan kasihan gitu loh . Sangat disayangkan apabila tidak segera ditindak lanjuti"
Diki Akbar,5,04/01/2023 23:21:00,mantap cepat dan efektif
Mupti Arry,1,04/01/2023 20:44:00,"Makin mengecewakan, pesan makan dari jam 2 sampai jam 3.30 tidak kunjung sampai!"
Syarifal Qadri,1,04/01/2023 18:42:00,"Tolong dong suruh nyediain ojolnya duit receh, sekali 2 kali ngapapa tapi udah keseringan, kalo 2ribu sampai 10 sih ngapapa tapi kalo nyampe 30k atau lebih ga ada kembalian gmna tuh"
Putri Ayudia,1,04/01/2023 18:25:00,Sering kesel kalau order grab food drivernya ngga bisa di hubungi terus makanannya dtg ngga sesuai estimasi waktu
agun niardi,5,04/01/2023 14:14:00,pengemudinya baik dan sabar..
Putri Apsari Ratnapeni,4,04/01/2023 14:03:00,Kenapa yak di suruh update tapi setelah di update engga pernah bisa terus..dah menuju ke 3 minggu ni di update engga bisaÂ²...dah sampe uninstal banyak aplikasi masih aja ga bisa..heran aku..ðŸ˜”
Dany,1,04/01/2023 13:37:00,"untuk harga estimasinya kemahalan segitu jarak dekat, mohon untuk di perbaiki lagi"
ahmad junaedi,5,04/01/2023 13:24:00,keren sangat cepat dan membantuðŸ‘?ðŸ‘?ðŸ‘?
Surya Apriyanto,1,04/01/2023 13:07:00,"Apa untuk daerah pekalongan belum tersedia driver kah , kenapa saya mau bepergian ke pemlang aja nyari drivernya susah banget"
Risma Vidyana,5,04/01/2023 12:52:00,"pengemudi sangat ramah dan sopan,di antar dgn selamat smp tempat tujuan"
Kevin Dwi ramadhan,1,04/01/2023 12:41:00,"Sering nge-bug apk nya, tolong di perbaiki"
Tengku joevan Niazril,1,04/01/2023 12:34:00,"Tolooong dong grabb yang pake tuyul atau apalah itu di map dmna orng nya mah jauh, saya bisa nunggu sampai 30 menit padahal di map driver nya di sebelah saya, udh ancur bangettt ni apk, tolong di perbaiki."
imran limin,5,04/01/2023 11:24:00,nyaman sekali dan ramah abangnya
Dwi Sri Kundarti,5,04/01/2023 10:43:00,"pesananya cepat, pengirim nya ramah"
Muhammad Naufal Maulana,1,04/01/2023 10:03:00,Benci banget sama grabfood double order. Lama tau ga. Mending ga usah diterima ordernya daripada pake double order.
rizki Mishary,1,04/01/2023 08:35:00,"Tolong perbaiki jangan ada notif ketika di waktu jam sholat fardhu karena itu sangat mengganggu, kalau udh diperbaiki nanti di tambah lagi bintangnya"
Fahry Tia,1,04/01/2023 08:05:00,"Setiap saya order makanan rider nya selalu nyasar. Katanya tinggal tunggubdi rumah, kalau masih keluar rumah buat apa saya pakai grab sama aja saya yang pergi beli, dah mahal lagi.ðŸ¤·"
nina christina,2,04/01/2023 08:05:00,Kenapa hrs update trus ya kan buat penuh memori aja jd heng hp nya. Intinya bisa digunakan tanpa hrs update. Setiap update pasti bermasalah. Bikin ribet aja sih.
Pengguna Google,3,04/01/2023 07:30:00,Tambah gawat aplikadinya susah di gunakan Dan terlalu mahal. Maaf. Sudah hampir tidak pernah menggunakan
Sultan Cappucino,5,04/01/2023 06:38:00,Pelayanannya baik dan Cepat tdk lama menunggu..
Tarmadi Sementhe,1,04/01/2023 06:21:00,Makin lama makin GX jelas ni aplikasi grep sya sebagai orang lama kecewa sama aplikasi grep yg skarang.ðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž
Yati Candra,4,04/01/2023 06:14:00,"baru pake grab, mudah n cepat sih aplikasinya"
Pengguna Google,5,04/01/2023 05:32:00,Sangat bagus aplikaainya saya sangat menyukai aplikasi ini dan ini sangat menaring semoga dengan ini saya tidak akan keswpian lagi Aminnnnnn
YUDA,3,04/01/2023 05:06:00,Driver mobilnya suka nolak rejeki mentang mentang make grabcar hemat suka banyak yang cancel buat castemer kecewa aja
Angela Irena,3,04/01/2023 03:56:00,"Hallo,Grab, knapa saya tidak dapat verifikasi no.hp dan email juga utk buka app grab,padahal saldo ovo ku masih ada tapi ditolak terus utk verifikasi. malah ditawarin buka akun baru. Kalo buka akun baru apakah, saldo ku yg masih ada udah lama, itu tetap aktif atau hangus?"
Woen Felicia Nezha,1,04/01/2023 03:49:00,Mau pesen Grab kendaraan harus ada verifikasi wajah untuk apa sih sudah saya lakukan tapi tidak berfungsi saya sampai bingung gimana mau pesen Grab kendaraan
